(1.464353, 5.027822, -5.400169),  (1.683922, 4.527822, -12.613571),  (-1.464353, 5.027822, -5.400169)
(-1.464353, 5.027822, -5.400169),  (1.683922, 4.527822, -12.613571),  (-1.683922, 4.527822, -12.613571)
(1.683922, 4.527822, 32.693542),  (1.683922, 4.527822, -12.613571),  (1.464353, 5.027822, -5.400169)
(1.464353, 5.027822, -5.400169),  (1.464353, 5.027822, 5.577845),  (1.683922, 4.527822, 32.693542)
(-2.443840, 9.084046, 1.685287),  (-2.945894, 3.634928, 5.396317),  (2.443840, 9.084046, 1.685287)
(2.443840, 9.084046, 1.685287),  (-2.945894, 3.634928, 5.396317),  (2.945894, 3.634928, 5.396317)
(-1.683922, 4.527822, -12.613571),  (-1.683922, 4.527822, 32.693542),  (-1.464353, 5.027822, 5.577845)
(-1.464353, 5.027822, 5.577845),  (-1.464353, 5.027822, -5.400169),  (-1.683922, 4.527822, -12.613571)
(-1.464353, 5.027822, -5.400169),  (-1.464353, 5.027822, 5.577845),  (-1.464353, 7.927822, 5.577845)
(-1.464353, 7.927822, 5.577845),  (-1.464353, 7.927822, -5.400169),  (-1.464353, 5.027822, -5.400169)
(-1.464353, 7.927822, 5.577845),  (-1.464353, 5.027822, 5.577845),  (1.464353, 7.927822, 5.577845)
(1.464353, 7.927822, 5.577845),  (-1.464353, 5.027822, 5.577845),  (1.464353, 5.027822, 5.577845)
(1.464353, 5.027822, 5.577845),  (1.464353, 7.927822, -5.400169),  (1.464353, 7.927822, 5.577845)
(1.464353, 7.927822, -5.400169),  (1.464353, 5.027822, 5.577845),  (1.464353, 5.027822, -5.400169)
(1.683922, 4.527822, -12.613571),  (1.683922, 4.527822, 32.693542),  (2.883922, 1.980220, 32.693542)
(2.883922, 1.980220, 32.693542),  (2.883922, 1.980220, -12.613571),  (1.683922, 4.527822, -12.613571)
(1.683922, 4.527822, 32.693542),  (1.683922, -4.527827, 32.693542),  (2.883922, -1.980225, 32.693542)
(2.883922, -1.980225, 32.693542),  (2.883922, 1.980220, 32.693542),  (1.683922, 4.527822, 32.693542)
(-1.683922, -4.527827, 32.693542),  (-1.683922, 4.527822, 32.693542),  (-2.883922, 1.980220, 32.693542)
(-2.883922, 1.980220, 32.693542),  (-2.883922, -1.980225, 32.693542),  (-1.683922, -4.527827, 32.693542)
(1.683922, -4.527827, -12.613571),  (1.683922, 4.527822, -12.613571),  (2.883922, 1.980220, -12.613571)
(2.883922, 1.980220, -12.613571),  (2.883922, -1.980225, -12.613571),  (1.683922, -4.527827, -12.613571)
(1.683922, -4.527827, 32.693542),  (2.883922, -1.980225, -12.613571),  (2.883922, -1.980225, 32.693542)
(2.883922, -1.980225, -12.613571),  (1.683922, -4.527827, 32.693542),  (1.683922, -4.527827, -12.613571)
(-1.683922, -4.527827, -12.613571),  (-1.683922, -4.527827, 32.693542),  (-2.883922, -1.980225, 32.693542)
(-2.883922, -1.980225, 32.693542),  (-2.883922, -1.980225, -12.613571),  (-1.683922, -4.527827, -12.613571)
(-1.683922, 4.527822, -12.613571),  (-1.683922, -4.527827, -12.613571),  (-2.883922, -1.980225, -12.613571)
(-2.883922, -1.980225, -12.613571),  (-2.883922, 1.980220, -12.613571),  (-1.683922, 4.527822, -12.613571)
(-1.683922, 4.527822, 32.693542),  (-2.883922, 1.980220, -12.613571),  (-2.883922, 1.980220, 32.693542)
(-2.883922, 1.980220, -12.613571),  (-1.683922, 4.527822, 32.693542),  (-1.683922, 4.527822, -12.613571)
(-1.403358, -13.594807, -11.562099),  (1.403358, -2.450671, -6.464943),  (1.403358, -13.594807, -11.562099)
(1.403358, -2.450671, -6.464943),  (-1.403358, -13.594807, -11.562099),  (-1.403358, -2.450671, -6.464943)
(-1.403358, -4.077922, -1.855457),  (-1.403358, -15.684132, -6.078583),  (1.403358, -4.077922, -1.855457)
(1.403358, -4.077922, -1.855457),  (-1.403358, -15.684132, -6.078583),  (1.403358, -15.684132, -6.078583)
(-1.403358, -15.684132, -6.078583),  (-1.403358, -13.594807, -11.562099),  (1.403358, -15.684132, -6.078583)
(1.403358, -15.684132, -6.078583),  (-1.403358, -13.594807, -11.562099),  (1.403358, -13.594807, -11.562099)
(1.383922, 1.255351, -24.913574),  (0.904762, 1.355351, -29.748459),  (-1.383922, 1.255351, -24.913574)
(-1.383922, 1.255351, -24.913574),  (0.904762, 1.355351, -29.748459),  (-0.904762, 1.355351, -29.748459)
(1.403358, -15.684132, -6.078583),  (1.403358, -2.450671, -6.464943),  (1.403358, -4.077922, -1.855457)
(1.403358, -2.450671, -6.464943),  (1.403358, -15.684132, -6.078583),  (1.403358, -13.594807, -11.562099)
(0.816880, -8.718605, 4.964367),  (-0.816880, -8.718605, 4.964367),  (-0.816880, -9.214228, 4.964367)
(0.816880, -8.718605, 4.964367),  (-0.816880, -9.214228, 4.964367),  (0.816880, -9.214228, 4.964367)
(-0.816880, -9.214228, -4.377831),  (0.816880, -9.214228, 4.964367),  (-0.816880, -9.214228, 4.964367)
(0.816880, -9.214228, 4.964367),  (-0.816880, -9.214228, -4.377831),  (0.816880, -9.214228, -4.377831)
(0.816880, -9.214228, 4.964367),  (0.816880, -9.214228, -4.377831),  (0.816880, -8.718605, 4.964367)
(0.816880, -8.718605, 4.964367),  (0.816880, -9.214228, -4.377831),  (0.816880, -8.718605, -4.377831)
(0.816880, -8.718605, -4.377831),  (-0.816880, -8.718605, 4.964367),  (0.816880, -8.718605, 4.964367)
(-0.816880, -8.718605, 4.964367),  (0.816880, -8.718605, -4.377831),  (-0.816880, -8.718605, -4.377831)
(-0.816880, -8.718605, 4.964367),  (-0.816880, -8.718605, -4.377831),  (-0.816880, -9.214228, 4.964367)
(-0.816880, -9.214228, 4.964367),  (-0.816880, -8.718605, -4.377831),  (-0.816880, -9.214228, -4.377831)
(-1.403358, -19.470884, 4.289785),  (1.403358, -2.354511, 4.289785),  (1.403358, -19.470884, 4.289785)
(1.403358, -2.354511, 4.289785),  (-1.403358, -19.470884, 4.289785),  (-1.403358, -2.354511, 4.289785)
(-1.403358, -19.470884, 11.443741),  (1.403358, -2.354511, 11.443741),  (-1.403358, -2.354511, 11.443741)
(1.403358, -2.354511, 11.443741),  (-1.403358, -19.470884, 11.443741),  (1.403358, -19.470884, 11.443741)
(-1.403358, -19.470884, 11.443741),  (-1.403358, -19.470884, 4.289785),  (1.403358, -19.470884, 11.443741)
(1.403358, -19.470884, 11.443741),  (-1.403358, -19.470884, 4.289785),  (1.403358, -19.470884, 4.289785)
(1.403358, -19.470884, 11.443741),  (1.403358, -2.354511, 4.289785),  (1.403358, -2.354511, 11.443741)
(1.403358, -2.354511, 4.289785),  (1.403358, -19.470884, 11.443741),  (1.403358, -19.470884, 4.289785)
(1.403358, -2.354511, 11.443741),  (1.403358, -2.354511, 4.289785),  (-1.403358, -2.354511, 11.443741)
(-1.403358, -2.354511, 11.443741),  (1.403358, -2.354511, 4.289785),  (-1.403358, -2.354511, 4.289785)
(-1.403358, -19.470884, 11.443741),  (-1.403358, -2.354511, 11.443741),  (-1.403358, -2.354511, 4.289785)
(-1.403358, -19.470884, 11.443741),  (-1.403358, -2.354511, 4.289785),  (-1.403358, -19.470884, 4.289785)
(-1.683922, -4.896358, -19.613571),  (-1.683922, 2.810477, -19.613571),  (-1.683922, 2.377731, -24.813572)
(-1.683922, -4.896358, -19.613571),  (-1.683922, 2.377731, -24.813572),  (-1.683922, -5.723849, -24.813572)
(-2.945894, 3.634928, -5.257786),  (2.443840, 9.084046, -3.428795),  (2.945894, 3.634928, -5.257786)
(2.443840, 9.084046, -3.428795),  (-2.945894, 3.634928, -5.257786),  (-2.443840, 9.084046, -3.428795)
(-2.443840, 9.084046, 1.685287),  (-2.945894, 3.634928, -5.257786),  (-2.945894, 3.634928, 5.396317)
(-2.945894, 3.634928, -5.257786),  (-2.443840, 9.084046, 1.685287),  (-2.443840, 9.084046, -3.428795)
(0.803682, -7.827827, -32.197670),  (-0.803682, -7.827827, -32.197670),  (-0.803682, -10.427828, -33.505737)
(0.803682, -7.827827, -32.197670),  (-0.803682, -10.427828, -33.505737),  (0.803682, -10.427828, -33.505737)
(2.443840, 9.084046, 1.685287),  (2.443840, 9.084046, -3.428795),  (-2.443840, 9.084046, 1.685287)
(-2.443840, 9.084046, 1.685287),  (2.443840, 9.084046, -3.428795),  (-2.443840, 9.084046, -3.428795)
(-2.945894, 3.634928, 5.396317),  (-2.945894, 3.634928, -5.257786),  (2.945894, 3.634928, 5.396317)
(2.945894, 3.634928, 5.396317),  (-2.945894, 3.634928, -5.257786),  (2.945894, 3.634928, -5.257786)
(-0.816880, -9.214228, -4.377831),  (0.816880, -8.718605, -4.377831),  (0.816880, -9.214228, -4.377831)
(0.816880, -8.718605, -4.377831),  (-0.816880, -9.214228, -4.377831),  (-0.816880, -8.718605, -4.377831)
(1.403358, -4.077922, -1.855457),  (1.403358, -2.450671, -6.464943),  (-1.403358, -4.077922, -1.855457)
(-1.403358, -4.077922, -1.855457),  (1.403358, -2.450671, -6.464943),  (-1.403358, -2.450671, -6.464943)
(1.464353, 5.027822, -5.400169),  (-1.464353, 5.027822, -5.400169),  (-1.464353, 7.927822, -5.400169)
(1.464353, 5.027822, -5.400169),  (-1.464353, 7.927822, -5.400169),  (1.464353, 7.927822, -5.400169)
(-0.904762, 1.355351, -29.748459),  (0.904762, 1.355351, -29.748459),  (0.904762, 2.155351, -32.409096)
(-0.904762, 1.355351, -29.748459),  (0.904762, 2.155351, -32.409096),  (-0.904762, 2.155351, -32.409096)
(-0.803682, -10.427828, -36.238358),  (-0.803682, -7.827827, -36.238358),  (0.803682, -10.427828, -36.238358)
(0.803682, -10.427828, -36.238358),  (-0.803682, -7.827827, -36.238358),  (0.803682, -7.827827, -36.238358)
(-0.803682, -7.827827, -36.238358),  (-0.803682, -4.727827, -36.238358),  (0.803682, -7.827827, -36.238358)
(0.803682, -7.827827, -36.238358),  (-0.803682, -4.727827, -36.238358),  (0.803682, -4.727827, -36.238358)
(-0.803682, -4.727827, -29.321793),  (-0.803682, -7.827827, -32.197670),  (0.803682, -4.727827, -29.321793)
(0.803682, -4.727827, -29.321793),  (-0.803682, -7.827827, -32.197670),  (0.803682, -7.827827, -32.197670)
(1.683922, -4.896358, -19.613571),  (-1.683922, -4.896358, -19.613571),  (-1.683922, -5.723849, -24.813572)
(1.683922, -4.896358, -19.613571),  (-1.683922, -5.723849, -24.813572),  (1.683922, -5.723849, -24.813572)
(-1.683922, 2.810477, -19.613571),  (1.683922, 2.810477, -19.613571),  (1.683922, 2.377731, -24.813572)
(-1.683922, 2.810477, -19.613571),  (1.683922, 2.377731, -24.813572),  (-1.683922, 2.377731, -24.813572)
(1.683922, -4.527827, -16.113571),  (-1.683922, -4.527827, -16.113571),  (-1.683922, -4.896358, -19.613571)
(1.683922, -4.527827, -16.113571),  (-1.683922, -4.896358, -19.613571),  (1.683922, -4.896358, -19.613571)
(-1.683922, 3.713729, -16.113571),  (1.683922, 3.713729, -16.113571),  (1.683922, 2.810477, -19.613571)
(-1.683922, 3.713729, -16.113571),  (1.683922, 2.810477, -19.613571),  (-1.683922, 2.810477, -19.613571)
(1.683922, -4.527827, -12.613571),  (-1.683922, -4.527827, -12.613571),  (-1.683922, -4.527827, -16.113571)
(1.683922, -4.527827, -12.613571),  (-1.683922, -4.527827, -16.113571),  (1.683922, -4.527827, -16.113571)
(-1.683922, 4.527822, -12.613571),  (1.683922, 4.527822, -12.613571),  (1.683922, 3.713729, -16.113571)
(-1.683922, 4.527822, -12.613571),  (1.683922, 3.713729, -16.113571),  (-1.683922, 3.713729, -16.113571)
(-1.383922, -4.227827, -36.213577),  (1.383922, 1.255351, -36.213577),  (1.383922, -4.227827, -36.213577)
(1.383922, 1.255351, -36.213577),  (-1.383922, -4.227827, -36.213577),  (-1.383922, 1.255351, -36.213577)
(-0.645344, -0.694098, 51.278435),  (0.645344, 0.694091, 51.278435),  (-0.645344, 0.694091, 51.278435)
(0.645344, 0.694091, 51.278435),  (-0.645344, -0.694098, 51.278435),  (0.645344, -0.694098, 51.278435)
(-1.241152, 1.334909, 36.977676),  (-1.241152, -1.334915, 36.977676),  (1.241152, 1.334909, 36.977676)
(1.241152, 1.334909, 36.977676),  (-1.241152, -1.334915, 36.977676),  (1.241152, -1.334915, 36.977676)
(-1.241152, 1.334909, 36.977676),  (-1.241152, -1.334914, 32.667671),  (-1.241152, -1.334915, 36.977676)
(-1.241152, -1.334914, 32.667671),  (-1.241152, 1.334909, 36.977676),  (-1.241152, 1.334910, 32.667671)
(1.241152, 1.334909, 36.977676),  (1.241152, -1.334915, 36.977676),  (1.241152, -1.334914, 32.667671)
(1.241152, 1.334909, 36.977676),  (1.241152, -1.334914, 32.667671),  (1.241152, 1.334910, 32.667671)
(1.241152, 1.334909, 36.977676),  (1.241152, 1.334910, 32.667671),  (-1.241152, 1.334909, 36.977676)
(-1.241152, 1.334909, 36.977676),  (1.241152, 1.334910, 32.667671),  (-1.241152, 1.334910, 32.667671)
(-1.241152, -1.334915, 36.977676),  (-1.241152, -1.334914, 32.667671),  (1.241152, -1.334915, 36.977676)
(1.241152, -1.334915, 36.977676),  (-1.241152, -1.334914, 32.667671),  (1.241152, -1.334914, 32.667671)
(-0.645344, 0.694091, 51.278435),  (-0.645344, -0.694097, 36.955776),  (-0.645344, -0.694098, 51.278435)
(-0.645344, -0.694097, 36.955776),  (-0.645344, 0.694091, 51.278435),  (-0.645344, 0.694092, 36.955776)
(0.645344, -0.694098, 51.278435),  (0.645344, -0.694097, 36.955776),  (0.645344, 0.694091, 51.278435)
(0.645344, 0.694091, 51.278435),  (0.645344, -0.694097, 36.955776),  (0.645344, 0.694092, 36.955776)
(0.645344, 0.694091, 51.278435),  (0.645344, 0.694092, 36.955776),  (-0.645344, 0.694091, 51.278435)
(-0.645344, 0.694091, 51.278435),  (0.645344, 0.694092, 36.955776),  (-0.645344, 0.694092, 36.955776)
(-0.645344, -0.694098, 51.278435),  (-0.645344, -0.694097, 36.955776),  (0.645344, -0.694098, 51.278435)
(0.645344, -0.694098, 51.278435),  (-0.645344, -0.694097, 36.955776),  (0.645344, -0.694097, 36.955776)
(-0.851241, -0.903262, 50.828060),  (0.851241, 2.897184, 50.828060),  (-0.851241, 2.897184, 50.828060)
(0.851241, 2.897184, 50.828060),  (-0.851241, -0.903262, 50.828060),  (0.851241, -0.903262, 50.828060)
(-0.851241, 2.897184, 50.828060),  (-0.851241, -0.903262, 48.806965),  (-0.851241, -0.903262, 50.828060)
(-0.851241, -0.903262, 48.806965),  (-0.851241, 2.897184, 50.828060),  (-0.851241, 2.897184, 48.806965)
(0.851241, 2.897184, 50.828060),  (0.851241, -0.903262, 50.828060),  (0.851241, -0.903262, 48.806965)
(0.851241, 2.897184, 50.828060),  (0.851241, -0.903262, 48.806965),  (0.851241, 2.897184, 48.806965)
(-0.851241, 2.897184, 50.828060),  (0.851241, 2.897184, 50.828060),  (0.851241, 2.897184, 48.806965)
(-0.851241, 2.897184, 50.828060),  (0.851241, 2.897184, 48.806965),  (-0.851241, 2.897184, 48.806965)
(0.851241, -0.903262, 50.828060),  (-0.851241, -0.903262, 50.828060),  (-0.851241, -0.903262, 48.806965)
(0.851241, -0.903262, 50.828060),  (-0.851241, -0.903262, 48.806965),  (0.851241, -0.903262, 48.806965)
(0.851241, -0.903262, 48.806965),  (-0.851241, -0.903262, 48.806965),  (-0.851241, -0.903262, 47.311119)
(0.851241, -0.903262, 48.806965),  (-0.851241, -0.903262, 47.311119),  (0.851241, -0.903262, 47.311119)
(-0.851241, 0.927830, 47.311119),  (-0.851241, 2.897184, 48.806965),  (0.851241, 0.927830, 47.311119)
(0.851241, 0.927830, 47.311119),  (-0.851241, 2.897184, 48.806965),  (0.851241, 2.897184, 48.806965)
(0.851241, -0.903262, 48.806965),  (0.851241, 0.927830, 47.311119),  (0.851241, 2.897184, 48.806965)
(0.851241, 0.927830, 47.311119),  (0.851241, -0.903262, 48.806965),  (0.851241, -0.903262, 47.311119)
(-0.851241, -0.903262, 48.806965),  (-0.851241, 2.897184, 48.806965),  (-0.851241, 0.927830, 47.311119)
(-0.851241, -0.903262, 48.806965),  (-0.851241, 0.927830, 47.311119),  (-0.851241, -0.903262, 47.311119)
(0.851241, -0.903262, 47.311119),  (-0.851241, -0.903262, 47.311119),  (0.851241, 0.927830, 47.311119)
(-0.851241, -0.903262, 47.311119),  (-0.851241, 0.927830, 47.311119),  (0.851241, 0.927830, 47.311119)
(-1.000000, 5.235590, 1.000000),  (-1.000000, -4.182415, -1.000000),  (-1.000000, -4.182415, 1.000000)
(-1.000000, -4.182415, -1.000000),  (-1.000000, 5.235590, 1.000000),  (-1.000000, 5.235590, -1.000000)
(1.000000, 5.235590, 1.000000),  (-1.000000, 5.235590, -1.000000),  (-1.000000, 5.235590, 1.000000)
(-1.000000, 5.235590, -1.000000),  (1.000000, 5.235590, 1.000000),  (1.000000, 5.235590, -1.000000)
(1.000000, -4.182415, 1.000000),  (1.000000, 5.235590, -1.000000),  (1.000000, 5.235590, 1.000000)
(1.000000, 5.235590, -1.000000),  (1.000000, -4.182415, 1.000000),  (1.000000, -4.182415, -1.000000)
(-0.153557, -4.182415, -0.666738),  (-0.153557, -4.182415, 0.666738),  (-1.000000, -4.182415, 1.000000)
(-1.000000, -4.182415, 1.000000),  (-1.000000, -4.182415, -1.000000),  (-0.153557, -4.182415, -0.666738)
(-1.000000, -4.182415, -1.000000),  (-1.000000, 5.235590, -1.000000),  (1.000000, -4.182415, -1.000000)
(1.000000, -4.182415, -1.000000),  (-1.000000, 5.235590, -1.000000),  (1.000000, 5.235590, -1.000000)
(-1.000000, 5.235590, 1.000000),  (-1.000000, -4.182415, 1.000000),  (1.000000, 5.235590, 1.000000)
